id,state,gender,avg_2009_readingScores,avg_2017_readingScores,readingScores_precentChange
112,AZ,Female,217.52022689999998,213.18922450000002,4.33100246
114,CA,Female,220.2931384,212.63764550000002,7.655492896
116,CO,Female,228.02043140000004,229.2295877,-1.2091563379999999
118,CT,Female,231.06940530000003,233.50362579999998,-2.4342204730000003
120,DC,Female,217.0726847,205.74594040000002,11.32674425
122,DE,Female,226.0044074,228.1886232,-2.184215874
124,FL,Female,230.5293065,228.8642131,1.665093399
126,GA,Female,223.46619819999998,221.3610349,2.105163282
128,HI,Female,221.1629899,216.66726060000002,4.495729347
130,IA,Female,224.76728390000002,225.965448,-1.198164075
132,ID,Female,225.3600964,225.5082653,-0.148168929
134,IL,Female,223.51177090000002,223.5129821,-0.001211224
136,IN,Female,228.74029500000003,227.0696154,1.67067964
138,KS,Female,226.0057583,225.8242076,0.181550729
140,KY,Female,226.27731580000003,228.90135469999998,-2.6240388980000002
142,LA,Female,213.0166577,212.28630139999999,0.730356232
144,MA,Female,238.5091687,236.3237981,2.185370567
146,MD,Female,229.59108769999997,229.43872510000003,0.15236261199999998
148,ME,Female,223.5981836,228.09681609999998,-4.498632485
150,MI,Female,221.98642510000002,222.1448852,-0.158460188
152,MN,Female,227.14780640000004,226.9751804,0.172626007
154,MO,Female,224.97627709999998,229.0948613,-4.1185841530000005
156,MS,Female,218.94522659999998,213.47530240000003,5.4699242120000005
158,MT,Female,224.62601899999999,227.6048386,-2.978819648
160,NC,Female,226.8317849,224.02092779999998,2.810857115
162,ND,Female,226.69569019999997,228.91858919999999,-2.222899028
164,NE,Female,227.65359229999999,225.4668601,2.186732215
166,NH,Female,230.2115385,232.6529539,-2.441415407
168,NJ,Female,237.3914716,231.69815359999998,5.693317969
170,NM,Female,211.60481069999997,212.59483959999997,-0.990028885
172,NT,Female,224.9204301,224.34676769999996,0.573662396
174,NV,Female,218.53305350000002,213.9765537,4.556499801
176,NY,Female,224.7796747,228.1099483,-3.3302736189999997
178,OH,Female,227.09899950000002,227.3593687,-0.26036916600000004
180,OK,Female,220.40549109999998,220.36061439999997,0.044876644
182,OR,Female,222.78055460000002,222.50049199999998,0.280062568
184,PA,Female,225.75630730000003,226.13053870000002,-0.37423140200000005
186,RI,Female,226.15168549999999,227.78835460000002,-1.6366690609999999
188,SC,Female,216.90885469999998,218.5484679,-1.6396131459999999
190,SD,Female,224.399956,224.9867318,-0.5867758129999999
192,TN,Female,222.6835514,219.65458309999997,3.0289683739999997
194,TX,Female,216.38500499999998,222.17289669999997,-5.787891712
196,UT,Female,229.64693480000003,221.549557,8.097377801
198,VA,Female,229.02030040000002,230.46729019999998,-1.4469898280000002
200,VT,Female,229.64731380000003,231.4772687,-1.8299548840000002
202,WA,Female,226.1011123,225.733106,0.36800631
204,WI,Female,222.7703131,223.8881088,-1.117795643
206,WV,Female,221.8400483,218.3040847,3.535963531
208,WY,Female,229.6916923,226.4977208,3.1939714869999998
