id,state,gender,avg_2009_mathScores,avg_2017_mathScores,mathScores_precentChange
73,OH,Male,245.4888563,241.41514730000003,4.073708989
75,OK,Male,237.93271040000002,238.72844869999997,-0.7957383259999999
77,OR,Male,239.9242304,235.1656413,4.7585890630000005
79,PA,Male,244.738227,243.3370083,1.401218685
81,RI,Male,240.4065545,238.15398330000002,2.2525711580000003
83,SC,Male,236.12872799999997,234.90540330000002,1.223324692
85,SD,Male,243.4159228,243.7656205,-0.349697708
87,TN,Male,232.1633181,236.9641708,-4.800852742
89,TX,Male,240.8848503,241.0455667,-0.160716382
91,UT,Male,241.3084911,244.4630631,-3.154572013
93,VA,Male,244.65101659999996,250.47927909999999,-5.828262492
95,VT,Male,248.878935,241.32307180000004,7.555863293
97,WA,Male,242.38630099999997,243.2587772,-0.872476157
99,WI,Male,244.67302310000002,241.6846167,2.9884064169999998
101,WV,Male,233.99410730000002,236.527612,-2.533504717
103,WY,Male,242.9470371,249.43175580000002,-6.484718689
105,AK,Male,230.45176030000002,238.4459925,-7.994232169
107,AL,Male,232.45857009999997,227.7181926,4.7403774610000005
109,AR,Male,234.9807022,238.82458259999999,-3.8438803860000004
111,AZ,Male,235.6316557,230.2839495,5.347706172
113,CA,Male,233.26568619999998,232.6138321,0.6518540429999999
115,CO,Male,240.2821937,243.965015,-3.682821273
117,CT,Male,241.4876106,246.40018819999997,-4.912577634
119,DC,Male,231.3590099,217.9480023,13.41100755
121,DE,Male,235.5916588,241.1687191,-5.577060342999999
123,FL,Male,247.4765145,242.54442110000002,4.932093335
125,GA,Male,236.6667509,236.5085199,0.158230994
127,HI,Male,238.0754512,235.26691949999997,2.8085316660000004
129,IA,Male,245.0853816,243.3199286,1.765453055
131,ID,Male,241.64338199999997,241.9403591,-0.29697709
133,IL,Male,239.6449667,239.6526887,-0.00772193
135,IN,Male,248.2432237,242.98704339999998,5.256180212
137,KS,Male,242.4832381,246.16167400000003,-3.678435871
139,KY,Male,240.7846346,240.03423560000002,0.7503989609999999
141,LA,Male,228.60418190000001,230.1209562,-1.5167743130000002
143,MA,Male,251.55340180000002,253.4405668,-1.8871649819999998
145,MD,Male,242.0755965,244.24050970000002,-2.164913166
147,ME,Male,240.23484130000003,246.5404608,-6.305619527
149,MI,Male,236.8113307,237.5802861,-0.768955363
151,MN,Male,250.3992494,251.2868955,-0.8876460840000001
153,MO,Male,241.2361641,241.2338228,0.002341349
155,MS,Male,235.4568755,226.6838904,8.77298506
157,MT,Male,241.34523969999998,247.0098734,-5.664633633999999
159,NC,Male,241.85216719999997,243.9695966,-2.11742937
161,ND,Male,245.6263482,246.80884590000002,-1.1824977140000001
163,NE,Male,247.2209733,238.75684159999997,8.464131684
165,NH,Male,247.0152097,252.1974258,-5.182216136
167,NJ,Male,248.27456969999997,248.4270377,-0.15246807099999998
169,NM,Male,230.41794,230.6408759,-0.22293583399999997
171,NT,Male,240.81240899999997,240.61764920000002,0.194759756
173,NV,Male,232.0763332,236.10334029999999,-4.027007052
175,NY,Male,237.62465120000002,241.8842705,-4.259619374
177,OH,Male,241.41514730000003,245.4888563,-4.073708989
179,OK,Male,238.72844869999997,237.93271040000002,0.7957383259999999
181,OR,Male,235.1656413,239.9242304,-4.7585890630000005
183,PA,Male,243.3370083,244.738227,-1.401218685
185,RI,Male,238.15398330000002,240.4065545,-2.2525711580000003
187,SC,Male,234.90540330000002,236.12872799999997,-1.223324692
189,SD,Male,243.7656205,243.4159228,0.349697708
191,TN,Male,236.9641708,232.1633181,4.800852742
193,TX,Male,241.0455667,240.8848503,0.160716382
195,UT,Male,244.4630631,241.3084911,3.154572013
197,VA,Male,250.47927909999999,244.65101659999996,5.828262492
199,VT,Male,241.32307180000004,248.878935,-7.555863293
201,WA,Male,243.2587772,242.38630099999997,0.872476157
203,WI,Male,241.6846167,244.67302310000002,-2.9884064169999998
205,WV,Male,236.527612,233.99410730000002,2.533504717
207,WY,Male,249.43175580000002,242.9470371,6.484718689
